iter	Logloss
534	0.02121541992
535	0.0211490732
536	0.02109221215
537	0.02103878718
538	0.02096250487
539	0.02090871205
540	0.02088619884
541	0.0208449652
542	0.02076126028
543	0.02068330256
544	0.02064363425
545	0.02061289979
546	0.02054453654
547	0.02049304685
548	0.02044280513
549	0.02039623217
550	0.02034577734
551	0.02029411435
552	0.02026275635
553	0.02023263319
554	0.02019029662
555	0.02015076381
556	0.02009903508
557	0.02005161059
558	0.01999902116
559	0.01993789535
560	0.01988770509
561	0.01985272374
562	0.01980497785
563	0.01974669399
564	0.01967615644
565	0.01961117456
566	0.01955565006
567	0.01953216096
568	0.01949036491
569	0.01944955592
570	0.01941389608
571	0.01934768246
572	0.01931702192
573	0.01927310587
574	0.01923245539
575	0.01919980504
576	0.0191608636
577	0.01911162524
578	0.01907396884
579	0.01902415506
580	0.0189873591
581	0.0189509103
582	0.01890787784
583	0.01887460079
584	0.01883163415
585	0.01880230566
586	0.01878452672
587	0.0187364712
588	0.01868024089
589	0.01864442639
590	0.01862374463
591	0.01858306524
592	0.01855811834
593	0.01851116896
594	0.01847670286
595	0.01843563327
596	0.01840833926
597	0.01838240093
598	0.01831274024
599	0.01829156764
600	0.01826814076
601	0.0182383502
602	0.01820012143
603	0.0181690098
604	0.01812903437
605	0.01807959631
606	0.01805176483
607	0.01802033627
608	0.01798043933
609	0.01793606774
610	0.01787487822
611	0.0178404743
612	0.01781145083
613	0.01778349158
614	0.01775523511
615	0.01771474102
616	0.0176876648
617	0.01764046743
618	0.01760283666
619	0.01757748323
620	0.01752347081
621	0.01750594822
622	0.01747402437
623	0.01744549378
624	0.0174117049
625	0.01738625072
626	0.01734820417
627	0.01730303875
628	0.01727775828
629	0.0172294519
630	0.01719485379
631	0.01716644291
632	0.01714328829
633	0.01711835676
634	0.01710080297
635	0.01707240758
636	0.01703469291
637	0.0169998304
638	0.01695548045
639	0.01692948801
640	0.01690360022
641	0.01687850705
642	0.01685725515
643	0.01682288831
644	0.01678536994
645	0.01675235406
646	0.01670868245
647	0.01665496767
648	0.01661680961
649	0.01657783902
650	0.01653494
651	0.0165018437
652	0.01648859027
653	0.01642304976
654	0.01640179084
655	0.01637171544
656	0.01635514512
657	0.01632686333
658	0.01629921016
659	0.01627766314
660	0.01624753888
661	0.01622078217
662	0.01618716775
663	0.01616661997
664	0.01613574286
665	0.01610778226
666	0.01607340604
667	0.01605413178
668	0.01602539548
669	0.01600825003
670	0.01597533282
671	0.01595099358
672	0.01590827555
673	0.01588151694
674	0.01584973826
675	0.01582455951
676	0.01578000893
677	0.0157363542
678	0.01571526845
679	0.01569296845
680	0.01565401674
681	0.01561238324
682	0.01557633798
683	0.01554304159
684	0.01550544971
685	0.01547559121
686	0.01544078092
687	0.01541223978
688	0.01539118121
689	0.01534288763
690	0.01531640546
691	0.01526680528
692	0.01523895016
693	0.01521869123
694	0.01517837192
695	0.01514904527
696	0.01511804559
697	0.01508839669
698	0.01506021082
699	0.01503489049
700	0.01501456046
701	0.01498622077
702	0.0149594057
703	0.01492438886
