iter	Logloss
0	0.6785132666
1	0.6652618842
2	0.6529703558
3	0.6377945836
4	0.6233029923
5	0.6089657737
6	0.5954861493
7	0.5814206255
8	0.5686907377
9	0.5549817957
10	0.5438283306
11	0.5325721881
12	0.5225575716
13	0.5127195547
14	0.502868882
15	0.491972178
16	0.4823360993
17	0.4730970508
18	0.463343987
19	0.4527731195
20	0.4432015383
21	0.4323496795
22	0.4229178609
23	0.4130920305
24	0.405841064
25	0.3965200886
26	0.3885952832
27	0.3810309024
28	0.3731420643
29	0.3666808909
30	0.360219411
31	0.3531215077
32	0.3464622403
33	0.3403180295
34	0.3331257825
35	0.3264107004
36	0.3207753098
37	0.315651073
38	0.3105939337
39	0.3050441501
40	0.298969284
41	0.2929422511
42	0.2879834914
43	0.2829736845
44	0.2775492916
45	0.2729501973
46	0.2684192252
47	0.264043739
48	0.259199651
49	0.2548791543
50	0.2512473021
51	0.2481353544
52	0.2448477798
53	0.2415355593
54	0.2382679453
55	0.2352111028
56	0.2324343341
57	0.2286812517
58	0.2250063078
59	0.2221084603
60	0.2187073086
61	0.2148084088
62	0.2121874952
63	0.2095277575
64	0.2068270201
65	0.2040681422
66	0.2005859251
67	0.1973286323
68	0.1949261485
69	0.192646971
70	0.1901722558
71	0.1878078434
72	0.1853568759
73	0.1826274106
74	0.1802404354
75	0.1777164342
76	0.175738425
77	0.1739865586
78	0.1719578074
79	0.1700033744
80	0.1679448554
81	0.1658452479
82	0.1644042192
83	0.1626524899
84	0.1611096394
85	0.1596740845
86	0.1574295397
87	0.1554987757
88	0.1533451768
89	0.1515039519
90	0.149900256
91	0.1484090422
92	0.146613541
93	0.1448431535
94	0.1431338845
95	0.1413446058
96	0.139237484
97	0.1374961669
98	0.1361375563
99	0.1344898135
100	0.1330334576
101	0.131633751
102	0.1301929052
103	0.1287665835
104	0.1274469929
105	0.1260032465
106	0.1247032005
107	0.1234144951
108	0.1222455372
109	0.121307612
110	0.120142828
111	0.1187822047
112	0.118017687
113	0.1171246005
114	0.1160313149
115	0.114818245
116	0.1135345349
117	0.1128694444
118	0.1118260799
119	0.1110346995
120	0.1099503158
121	0.1088660685
122	0.1079587192
123	0.1072536554
124	0.1064074388
125	0.1054346766
126	0.1045210442
127	0.103500488
128	0.1025811238
129	0.1018263756
130	0.1009645628
131	0.1002306802
132	0.09939884474
133	0.09862020483
134	0.09768152616
135	0.09680341153
136	0.09600663418
137	0.0952733183
138	0.09452474578
139	0.09382337577
140	0.092918883
141	0.09238181452
142	0.09165389867
143	0.09092626615
144	0.09020790966
145	0.08939796406
146	0.08868642001
147	0.08809730016
148	0.08770735373
149	0.08700426663
150	0.08627793483
151	0.08575316602
152	0.08534422252
153	0.08475054617
154	0.08423493744
155	0.08361303764
156	0.08289068865
157	0.08211337206
158	0.08146363952
159	0.08099668839
160	0.08031821277
161	0.07985099713
162	0.0792625448
163	0.07854196059
164	0.07802074619
165	0.0775175719
166	0.07696964898
167	0.07641502488
168	0.07599099132
169	0.07550572944
170	0.07505140352
171	0.07469496628
172	0.07415929583
173	0.07377779174
174	0.07316851117
175	0.07277863182
176	0.07234032958
177	0.07194774396
178	0.07147211144
179	0.07109421083
180	0.07081017102
181	0.07043766597
182	0.07009227147
183	0.06965388179
184	0.06930893656
185	0.06901703412
186	0.06864963921
187	0.06807613221
188	0.06759140911
189	0.06715352107
190	0.0667543973
191	0.06637634652
192	0.0659360027
193	0.06548838454
194	0.06507512781
195	0.06471523852
196	0.06445715782
197	0.06413227723
198	0.06372308286
199	0.06343893998
200	0.06322190111
201	0.06293613961
202	0.06260252404
203	0.06222063582
204	0.06188761334
205	0.06149918636
206	0.06109305347
207	0.06071337035
208	0.06045252295
209	0.06024174407
210	0.06003610385
211	0.05977186733
212	0.0594783856
213	0.05924544371
214	0.05884536515
215	0.05856365242
216	0.05832616559
217	0.05810895529
218	0.05771302732
219	0.05743230224
220	0.05723492931
221	0.05695485214
222	0.056707046
223	0.05644259803
224	0.05617574514
225	0.05586536953
226	0.05559534826
227	0.05527836547
228	0.05499797325
229	0.05472270597
230	0.05458031281
231	0.05435507117
232	0.05412578929
233	0.05394564898
234	0.05358825907
235	0.05327248048
236	0.0531160575
237	0.05275359325
238	0.05251148998
239	0.0522441378
240	0.05204720805
241	0.05182890846
242	0.05165723877
243	0.05132956402
244	0.05108101414
245	0.05095950889
246	0.05079752868
247	0.05051873901
248	0.05025667203
249	0.0500256236
250	0.0497868191
251	0.04961883179
252	0.04931151672
253	0.04918365668
254	0.0489614063
255	0.04870570695
256	0.04841472339
257	0.04827216729
258	0.04814393516
259	0.0480781452
260	0.0478693574
261	0.04777007066
262	0.04755336754
263	0.04734953721
264	0.04712761874
265	0.04688307949
266	0.04670012833
267	0.04648832698
268	0.04626706468
269	0.04609128239
270	0.04587246146
271	0.04567686735
272	0.04547240708
273	0.04533166137
274	0.04511744457
275	0.0449632517
276	0.04478044959
277	0.044570804
278	0.04444919338
279	0.04431887621
280	0.04408775683
281	0.04389753718
282	0.04372774625
283	0.04351441728
284	0.04336210973
285	0.04310595461
286	0.04296982289
287	0.04280494695
288	0.04265998123
289	0.04251387171
290	0.04235782604
291	0.04222402673
292	0.04204139586
293	0.04193323348
294	0.04173929837
295	0.04158966944
296	0.04138194622
297	0.04120306485
298	0.04103693712
299	0.04091322568
300	0.04077866582
301	0.0406568244
302	0.04050751991
303	0.04037448593
304	0.04022681334
305	0.040110622
306	0.04000074182
307	0.03986816193
308	0.03973035395
309	0.03962330559
310	0.03945003483
311	0.03937547892
312	0.03923180769
313	0.0391200798
314	0.03902646351
315	0.03894551895
316	0.03882509183
317	0.03866501065
318	0.03856292163
319	0.0383803971
320	0.03822879607
321	0.03802704536
322	0.03792686223
323	0.03774293313
324	0.0376327723
325	0.03753255238
326	0.03741751552
327	0.03731263397
328	0.03722123606
329	0.03714302653
330	0.03705258877
331	0.03697808911
332	0.03682051818
333	0.03666210915
334	0.03653650951
335	0.03637334186
336	0.03619789154
337	0.03604433168
338	0.03596288614
339	0.03586609787
340	0.03573591527
341	0.03563037081
342	0.03547125582
343	0.03532721634
344	0.0352189114
345	0.03513528662
346	0.03504665524
347	0.03488088189
348	0.03474237496
349	0.03467794498
350	0.03452897317
351	0.03436542441
352	0.03427457943
353	0.0341148268
354	0.03397886718
355	0.03390717076
356	0.03382570907
357	0.03371870096
358	0.0336519587
359	0.03356848609
360	0.0334877426
361	0.03341901781
362	0.03334054604
363	0.03323953777
364	0.03312595588
365	0.03299709671
366	0.03291055969
367	0.03278077332
368	0.0327195283
369	0.03259488141
370	0.03249417867
371	0.03241232389
372	0.03233725734
373	0.03223205005
374	0.03212994144
375	0.03205237877
376	0.03191276831
377	0.03180049395
378	0.03172737292
379	0.03161580703
380	0.03151896519
381	0.03143389021
382	0.0313538936
383	0.03128050655
384	0.03115056092
385	0.03108888726
386	0.03100335357
387	0.03093058939
388	0.03080792661
389	0.03072219475
390	0.03067159666
391	0.03053527707
392	0.03041243375
393	0.0302932761
394	0.03024154278
395	0.03013958018
396	0.03002873057
397	0.0299086917
398	0.02988795643
399	0.02983668265
400	0.02976678251
401	0.02968129759
402	0.02960421619
403	0.02955793002
404	0.0294341019
405	0.02937267579
406	0.0292852803
407	0.02920911654
408	0.02912721412
409	0.02906392792
410	0.02898469952
411	0.02890671728
412	0.02883064062
413	0.02876307117
414	0.02871401614
415	0.02859032523
416	0.02853371189
417	0.02846930829
418	0.0283795445
419	0.02825980448
420	0.02816292529
421	0.0281031096
422	0.02797422861
423	0.02793652357
424	0.02788167671
425	0.02782796175
426	0.02772061232
427	0.02764503195
428	0.02757189055
429	0.02753394248
430	0.02747730197
431	0.02735718846
432	0.02731995372
433	0.02719682505
434	0.02708749097
435	0.02703635761
436	0.02695885031
437	0.02689918434
438	0.02684689738
439	0.02677489101
440	0.02669830396
441	0.02659832918
442	0.02649387776
443	0.02643499359
444	0.02639013616
445	0.02630947591
446	0.02623558898
447	0.02618165361
448	0.02611556112
449	0.02603183583
450	0.02596946451
451	0.02591520352
452	0.02583679372
453	0.02578030211
454	0.0256821185
455	0.02561793125
456	0.02555988203
457	0.02546388975
458	0.02540844523
459	0.02536062642
460	0.02527609457
461	0.02521173257
462	0.02514999682
463	0.02506876741
464	0.0250206912
465	0.02495768912
466	0.02489335039
467	0.02483774042
468	0.02481016182
469	0.02472649039
470	0.02469616409
471	0.02461259531
472	0.02454388617
473	0.02447836807
474	0.02444312434
475	0.02439306219
476	0.02433394777
477	0.02429656541
478	0.02424612296
479	0.02418432312
480	0.02411321113
481	0.02404612013
482	0.02401549339
483	0.02396494009
484	0.02391537747
485	0.02386392495
486	0.02380004221
487	0.02372102511
488	0.0236546043
489	0.02360725188
490	0.02355183835
491	0.02350761037
492	0.02346240695
493	0.02340183694
494	0.02332355568
495	0.02327477138
496	0.0232352382
497	0.0231716886
498	0.02312197965
499	0.0230407867
500	0.02301860814
501	0.02295900753
502	0.02291034479
503	0.02287947755
504	0.02279583393
505	0.02273255529
506	0.02269991569
507	0.02262578189
508	0.02257938654
509	0.02251419962
510	0.02248612041
511	0.02245491951
512	0.02241138455
513	0.02233941208
514	0.02230651842
515	0.02223061322
516	0.02218055562
517	0.0221327725
518	0.02209058021
519	0.02204650914
520	0.021986679
521	0.02190053954
522	0.02183950612
523	0.02175241764
524	0.02169207549
525	0.02164473127
526	0.02159558167
527	0.02156462072
528	0.0215101696
529	0.02145410282
530	0.02139787864
531	0.02132652645
532	0.02128148078
533	0.02124068052
